sku,product_name,brand,category1,category2,category3
P000001161,Fine and White Plain Noodle 284g,Sau Tao,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Plain noodles / Somen noodles / Ramen noodles
P000000661,Cream Noodle 340g,Sau Tao,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Plain noodles / Somen noodles / Ramen noodles
P000001162,Hand Made Noodle - Thin 300g,Ng Fung Brand,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Plain noodles / Somen noodles / Ramen noodles
P000001163,Hand Made Noodle - Thick 300g,Ng Fung Brand,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Plain noodles / Somen noodles / Ramen noodles
P000001324,Japanese Udon 200g x 4,Sau Tao,Noodles / Cooking needs / Processed food (cold),Udon noodles,Wet noodles
P000001204,Instant Japanese Styled Noodle (Udon) 200g x 4,Don Don,Noodles / Cooking needs / Processed food (cold),Udon noodles,Wet noodles
P000003126,Shrimp-egg Noodles (Thin) 454g,Sau Tao,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Chinese noodles
P000002698,Spaghetti 500g,Colavita,Noodles / Cooking needs / Processed food (cold),Non-instant Italian pasta,Long Italian pasta
P000000824,Spaghetti (n.5) 500g,Barilla,Noodles / Cooking needs / Processed food (cold),Non-instant Italian pasta,Long Italian pasta
P000001159,Linguine (n.13) 500g,Barilla,Noodles / Cooking needs / Processed food (cold),Non-instant Italian pasta,Long Italian pasta
P000003739,Dried Rice Stick 500g,Swan Brand,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Rice vermicelli / Rice noodles / Rice sticks
P000003315,Dongguan Rice Stick 454g,Pearl River Bridge,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Rice vermicelli / Rice noodles / Rice sticks
P000003492,Dongguan Rice Stick 454g,Peacock Brand,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Rice vermicelli / Rice noodles / Rice sticks
P000000177,Jiang Xi Rice Vermicelli 400g,Cof,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Rice vermicelli / Rice noodles / Rice sticks
P000000395,"Instant Rice Vermicelli 4-pc Family Pack (with Soup Base, Seasoning) 280g",Chewy,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Rice vermicelli / Rice noodles / Rice sticks
P000003125,Dried Rice Stick 280g,Chewy,Noodles / Cooking needs / Processed food (cold),Non-instant oriental noodles,Rice vermicelli / Rice noodles / Rice sticks
P000001715,Oyster Sauce 555g,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Oyster sauces
P000001142,Seasoning 400mL,Maggi,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Liquid seasoning / Wheat sauces
P000001716,Premium Oyster Sauce 555g,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Oyster sauces
P000001136,Liquid Seasoning 205mL (240g),Knorr,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Liquid seasoning / Wheat sauces
P000001800,Mushroom Flavoured Superior Dark Soy Sauce 500mL,Pearl River Bridge,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dark soy sauces
P000002832,Golden Label Superior Dark Soy Sauce 500mL,Pearl River Bridge,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dark soy sauces
P000001141,Seasoning 200mL,Maggi,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Liquid seasoning / Wheat sauces
P000000071,Premium Oyster Sauce 255g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Oyster sauces
P000002710,Seafood XO Sauce 80g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,XO sauces
P000002573,Abalone XO Sauce 80g,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,XO sauces
P000002574,Abalone XO Sauce (Extra Hot) 80g,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,XO sauces
P000000708,Black Bean Garlic Sauce 226g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Bean sauces
P000000723,Plum & Bean Sauce 225g,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Bean sauces
P000000720,Black Bean Garlic Sauce 235g,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Bean sauces
P000002475,Fat Choy Oyster Flavored Sauce 735g,Tung Chun,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Oyster sauces
P000001710,Vegetarian Oyster Flavoured Sauce 510g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Oyster sauces
P000000813,Premium Oyster Sauce 510g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Oyster sauces
P000002473,Premium Dark Soy Sauce 500mL,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dark soy sauces
P000002826,Salt Reduced Soy Sauce 500mL,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Reduced salt light soy sauces
P000002827,First Extract Reduced Salt Soy Sauce 500mL,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Reduced salt light soy sauces
P000002830,Premium Soy Sauce 450mL,Yummy House,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Light soy sauces
P000001799,Superior Light Soy Sauce 500mL,Pearl River Bridge,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Light soy sauces
P000000103,Golden Label Superior Light Soy Sauce 500mL,Pearl River Bridge,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Light soy sauces
P000000664,Soy Sauce 500mL,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Light soy sauces
P000000663,Premium Soy Sauce 500mL,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Light soy sauces
P000001623,Gold Label Dark Soy Sauce 500mL,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dark soy sauces
P000001944,Sweet Soy Sauce 207mL,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sweet soy sauces / Soy sauces for seafood
P000000072,Seasoned Soy Sauce for Seafood 410mL,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sweet soy sauces / Soy sauces for seafood
P000002807,Seafood Soy Sauce 500mL,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sweet soy sauces / Soy sauces for seafood
P000002472,First Extract Sweet Soy Sauce 250mL,Amoy,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sweet soy sauces / Soy sauces for seafood
P000002828,Premium Gold Soy Sauce 500mL,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Soy sauces
P000000411,Soy Sauce 600mL,Kikkoman,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Soy sauces
P000002809,Less Salt Soy Suace 600mL,Kikkoman,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Soy sauces
P000003463,Garlic Powder 88g,McCormick,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000003273,Paprika 60g,McCormick,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000000198,Xiao Long Bao 18pcs 324g,Eatwell,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000402,Steamed Dumpling 16pcs 320g,Eatwell,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000404,Vegetable & Meat Wonton 12pcs 156g,East East,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000405,Shrimp Dumpling 8pcs 112g,East East,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000002224,Deluxe Shrimp Wonton 10pcs 170g,East East,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000403,Shrimp Wonton 8pcs 112g,East East,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000485,Fish Dumpling 150g,Four Seas,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003804,Chives & Pork Dumplings 720 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003809,Cabbage & Pork Panfried Dumpling 600 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003805,Cabbage & Pork Dumplings 720 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000004438,CABBAGE FUNGUS PORK DUMPLINGS 720 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003810,Barbecue Pork Buns 3 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000760,Watercress & Pork Dumpling 180g,Wanchai Ferry,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000759,Cabbage & Pork Dumpling 180g,Wanchai Ferry,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000092,Beijing Cabbage with Pork Dumpling 180g,Wanchai Ferry,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000001167,Shrimp Shao Mai (10pcs) 125g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000398,BBQ Pork Cheong Fun 3pcs 197g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000001724,Shrimp Wonton Soup (8pcs) 101g,CP,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003317,Mexican Wings - Crispy & Spicy Chicken Wings 230g,CP,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000087,Shrimp Shao Mai 10pcs 120g,Amoy,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000820,Premium Hargow 6pcs 102g,Amoy,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000085,Beef Ball  8pcs 144g,Amoy,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000002717,Bi-carbonate of Soda 56g,Ideal,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Baking soda
P000000819,Beef Ball with Bean Curd Sheet (8pcs) 156g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000512,Rice Flour Roll with Chicken Mushroom 4pcs 187g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000400,Pearl Dim Sum Assortment (7pcs) 136g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000001936,Nan Xiang Xiao Long Bao 10 pcs 180g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000011,Mini Glutinous Rice Dumpling (3pcs) 225g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000012,Hargow Dim-Sum (8pcs) 104g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000511,Chiu Chow Dumpling (8pcs) 224g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000000399,Chicken Shao Mai W/Scallop (10pcs) 135g,Doll,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003808,Chives & Pork Panfried Dumplings 600 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000004080,Frankfurter Sausage (Chilled) 200 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Sausages
P000004081,Cheese Cocktail Sausage (Chilled) 300 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Sausages
P000000132,Chicken Franks 340.2g,Valley Chef,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Sausages
P000001110,Hot & Spicy - Smoked Sausage Made with Jalapeno & Chili Peppers (14oz) 396g,Johnsonville,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Sausages
P000001107,Beddar with Cheddar - Smoked Sausage & Cheddar Cheese (12.7oz) 360g,Johnsonville,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Sausages
P000004082,Canadian Style Bacon (Chilled) 120 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Bacon
P000002044,Naturally Hardwood Smoked Bacon 16oz,Oscar Mayer,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Bacon
P000000641,Cocktail Sausage 160g,Maid Brand,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Sausages
P000002431,Canadian Brined Pig Knuckle (Frozen) 800g,Golden Pig,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Pig knuckles
P000003725,Mushroom Pork Meatball 300g,A-chun Wan-na,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000004439,FRIED FISH BALLS 170 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000004422,CUTTLEFISH BALL 170 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000004419,BEEF STRINGY BALL 170 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000003726,Fish & Cuttlefish Balls 454g,Taiwan Pe-kang,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000003724,Beef Tendon Ball 180g,Tai Po Chun Hing,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000000529,Fried Fish Ball 170g,Four Seas,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000000532,Fish Ball 170g,Four Seas,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000002614,Cuttlefish Flavour Fish Ball 170g,Four Seas,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Fish balls
P000002265,Smoked Bacon Slices 160g,Maid Brand,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Bacon
P000003813,Prem Shrimp Wonton 10 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000004423,ONGEVITY LOTUS BUNS 3 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003814,Mini Glutinous Rice Dumpling 3 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000004436,MUSHROOM PORK SHAOMAI 600 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000004437,LOBSTER SHAOMAI 600 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003806,Hargow 8 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000004434,GLUTINOUS RICE BUNS 3 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000004407,FISH MEAT SHAOMAI 600 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003807,Shrimp Shao Mai 10 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003803,Egg Custard Buns 3 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000002045,Smoked Bacon 12oz,Hormel,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Bacon
P000004341,HAM STEAK 1LB 454 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Ham
P000004338,HAM SLICES 1LB 454 GM,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Ham
P000000544,Sliced Sandwich Ham 200g,Maid Brand,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Ham
P000000543,Sliced Ham 200g,Maid Brand,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Ham
P000003723,Smoked Deli Ham 8oz 227g,Hormel,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Ham
P000003812,Xiao Long Bao 15 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003811,Vegetable Pork Buns 3 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003815,Shrimp Wonton 8 PC,Yu Pin King,Noodles / Cooking needs / Processed food (cold),Frozen / Chilled processed food,Dim sum
P000003274,Ground Nutmeg 31g,McCormick,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000001676,Umami Seasoning (Monosodium Glutamate) 454g,Aji-No-Moto,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,MSG
P000003237,Premium Chicken Bouillon Powder (No MSG added) 273g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken powder / Mushroom powder
P000002288,No MSG Added Chicken Powder 273g,Knorr,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken powder / Mushroom powder
P000000234,Chicken Powder 273g,Knorr,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken powder / Mushroom powder
P000002999,Mushroom Powder 180g,Knorr,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken powder / Mushroom powder
P000001056,Table Salt with Monosodium Glutamate 110g,Aji-Shio,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Salt
P000003305,Himalayan Natural Salt - Fine Grain 300g,Anthela,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Salt
P000003304,Atlantic Sea Salt 360g,Cape Herb & Spice,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Salt
P000004310,GRANULATED SUGAR 2 KG,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000002736,Low Calorie Sweetener 8.5g 100 Tablets,Equal,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000002735,Low Calorie Sweetener 50g 50 Sachets,Equal,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000002738,White Sugar 1kg,CJ Beksul,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000002733,Brown Sugar 1kg,CJ Beksul,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000003685,Table Salt 454g,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Salt
P000004306,REDUCED SODIUM SALT 454 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Salt
P000004316,MEDITERRANEAN SEA SALT GRINDER 110 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Salt
P000003306,All Natural Pink Himalayan Rock Salt Mill 90g,Drogheria Alimentari,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Salt
P000001035,Chicken Cube (12pcs) 120g,Knorr,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth cubes
P000003272,100% Organic Paprika 39g,The Spice Hunter,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000004335,THYME LEAVES 21 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000004318,PEPPERCORN MEDLEY GRINDER 45 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000004332,PARSLEY FLAKES 10 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000004333,OREGANO LEAVES 11 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000004319,ITALIAN SEASONING 19 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000004334,CRUSHED RED PEPPER 34 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000004308,BLACK PEPPERCORN GRINDER 50 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Dry spices
P000003111,Mat Kimchi 500g,Chongga,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Marinades / Pickles
P000004311,GRANULATED SUGAR 400 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000002105,Preserved Radish 70g x 3,Yummy House,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Marinades / Pickles
P000003128,Concentrated Chicken Stock 270g,Swanson,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth concentrate
P000003127,Chicken Liquid Concentrate 240g,Knorr,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth concentrate
P000000029,Clear Chicken Broth 1L,Swanson,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth / Chicken soup base
P000003496,Clear Chicken Broth 500mL,Swanson,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth / Chicken soup base
P000001735,Clear Chicken Broth 250mL,Swanson,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth / Chicken soup base
P000003698,Chicken Broth 1L,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth / Chicken soup base
P000000387,Chicken Broth 1L,Heinz,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Chicken broth / Chicken soup base
P000001675,Soup Base for Satay Hot Pot 75g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Hot pot soup base
P000001360,Soup Base for Chicken Hot Pot 60g,Lee Kum Kee,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Hot pot soup base
P000002107,Sliced Mustard Tuber with Black Fungus 70g x 3,Yummy House,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Marinades / Pickles
P000002106,Sliced Mustard Tuber 70g x 3,Yummy House,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Marinades / Pickles
P000002331,Panjacks Pancake Mix - Original 440g,White Wings,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Pancake mix / Pancake premix
P000002403,Wheat Flour 1kg,Nisshin Seifun,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Cake flour / Low gluten flour
P000002343,Self Raising Premium Flour 1kg,White Wings,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Self-raising flour
P000004326,SELF RAISING FLOUR 800 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Self-raising flour
P000002337,Self Raising Flour 400g,Kangaroo Brand,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Self-raising flour
P000000236,Jelly Powder - Mango 80g,Robertsons,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Reconstituted Dessert
P000003233,Powdered Black Sesame Dessert 160g,Torto,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Reconstituted Dessert
P000002737,Wheat Flour - Medium Flour 1kg,CJ Beksul,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Plain flour / All purpose flour
P000002347,Pancake Mix (Just Add Water) 500g,Betty Crocker,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Pancake mix / Pancake premix
P000002348,Super Moist Cake Mix - Chocolate Fudge 15.25oz,Betty Crocker,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Cake mix / Cake premix
P000002392,White Bread Premix 500g,Golden Statue,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Bread mix / Bread premix
P000002197,Premium Bread Flour - High Gluten 1kg,Golden Statue,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Bread flour / High gluten flour / Strong flour
P000002734,Wheat Flour - Strong Flour 1kg,CJ Beksul,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Bread flour / High gluten flour / Strong flour
P000002342,Plain Premium All Purpose Flour 1kg,White Wings,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Plain flour / All purpose flour
P000002344,Plain Flour 800g,Rich,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Plain flour / All purpose flour
P000002334,All Purpose Flour 2 pounds,Gold Medal Flour,Noodles / Cooking needs / Processed food (cold),Baking needs / Wheat flour,Plain flour / All purpose flour
P000003313,Cha Cha Dessert 440g,Nissin Retort Pouch,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Reconstituted Dessert
P000000985,Rice Flour 600g,Erawan Brand,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Rice flour / Glutinous rice flour
P000001010,Glutinous Rice Flour 600g,Erawan Brand,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Rice flour / Glutinous rice flour
P000001094,Golden Slab Sugar 400g,Taikoo,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000001665,Golden Granulated Sugar 350g,Taikoo,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000001664,Golden Coffee Sugar Crystals 380g,Taikoo,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000001294,Yellow Rock Sugar 454g,Pearl River Bridge,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000003687,White Granulated Sugar 400g,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000004307,LIGHT BROWN SUGAR 1 KG,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000004312,GRANULATED SUGAR 800 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000000814,Granulated Sugar 400g,Taikoo,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000001881,Pure Water Chestnut Flour 500g,Pan Tang,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Water chestnut flour
