sku,product_name,brand,category1,category2,category3
P000001886,Pure Gelatine 50g,Robertsons,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Gelatine
P000003910,Corn Starch 420 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Corn starch
P000003909,Corn Starch 227 GM,Meadows,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Corn starch
P000000243,Corn Starch 420g,Knorr Kingsford's,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Corn starch
P000001621,Corn Starch 227g,Knorr Kingsford's,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Corn starch
P000002740,Sugar Sachet 375g 50pcs,Taikoo,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000001093,Rock Sugar 350g,Taikoo,Noodles / Cooking needs / Processed food (cold),Condiments & sauces / Cooking needs,Sugar / Sweeteners
P000003226,Smokehouse Almonds Can 150g,Blue Diamond,Candies / Biscuits / Snacks,Snacks,Nuts
P000000311,Cup Noodles - Kimchi Ramyun 70g,Nong Shim,Noodles / Cooking needs / Processed food (cold),Instant noodles,Cups / Bowls / Trays
P000004054,Extra Light Olive Oil 1 LT,Meadows,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra light olive oil
P000001257,Extra Light (Tasting) Olive Oil 1L,Filippo Berio,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra light olive oil
P000002250,Extra Light Olive Oil 1L,Bertolli,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra light olive oil
P000004056,Olive Oil 1 LT,Meadows,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Olive oil
P000000854,Pure Olive Oil 1L,Colavita,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Olive oil
P000002962,Olive Oil 500mL,Colavita,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Olive oil
P000000847,Classico Olive Oil 1L,Bertolli,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Olive oil
P000000856,Classico Olive Oil 250mL,Bertolli,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Olive oil
P000000853,Olive Oil 1L,Filippo Berio,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Olive oil
P000000384,Pomace Olive Oil 1L x 2,Bontaste,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Blended pomace olive oil
P000001039,Pomace Olive Oil 2L,Bontaste,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Blended pomace olive oil
P000002238,Rice Bran Oil 1L,Olitalia,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Rice bran oil
P000001253,Extra Virgin Olive Oil & Sunflower Seed Oil 900mL x 3,Knife,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Sunflower oil blends
P000000765,Extra Virgin Olive Oil & Sunflower Seed Oil 3L,Bontaste,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Sunflower oil blends
P000002235,Peanut Aroma Nutritious Oil with Extra Virgin Olive Oil 900mL x 3,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Peanut oil blends
P000000540,Health+ High Oleic Formula Peanut Oil 900mL x 3,Knife,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Peanut oil blends
P000001066,Grapeseed Oil with Canola Oil 900mL x 2,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil blends
P000001113,Extra Virgin Olive Oil with Canola Oil 3L,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil blends
P000000094,Extra Virgin Olive Oil with Canola Oil 900mL x 3,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil blends
P000002249,Extra Virgin Olive Oil with Canola Oil 750mL,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil blends
P000003528,Extra Virgin Avocado Oil with Canola Oil 900mL x 3,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil blends
P000000871,Extra Virgin Olive Oil & Canola Oil 900mL x 3,Knife,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil blends
P000004833,Rice Bran Oil 100% 1L,Rizi,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Rice bran oil
P000004053,Extra Virgin Olive Oil 1 LT,Meadows,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra virgin olive oil
P000000789,Extra Virgin Olive Oil 1L,Filippo Berio,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra virgin olive oil
P000002252,Extra Virgin Olive Oil 1L,Colavita,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra virgin olive oil
P000001067,Canola Oil 5L,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000001051,Canola Oil 2L,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000000097,Canola Oil 900mL x 3,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000003293,Pure Canola Oil 5L,Knife,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000001050,Pure Canola Oil 3L,Knife,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000000018,Pure Canola Oil 900mL x 3,Knife,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000002254,Pure Canola Oil 750mL,Knife,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000004050,Pure Corn Oil 700 ML,Yu Pin King,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Corn oil
P000003774,Pure Corn Oil 3 X 900 ML,Yu Pin King,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Corn oil
P000003777,Pure Corn Oil 1.8 LT,Yu Pin King,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Corn oil
P000001497,Canola Oil 900mL,Mazola,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000000861,Canola Oil 900mL x 3,Mazola,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000001841,Extra Virgin Olive Oil 500mL,Colavita,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra virgin olive oil
P000000790,Extra Virgin Olive Oil 1L,Bertolli,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Extra virgin olive oil
P000004052,Grape Seed Oil 1 LT,Meadows,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Grapeseed oil
P000001491,Grapeseed Oil 750mL,Filippo Berio,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Grapeseed oil
P000001354,Grapeseed Oil 1L,Bontaste,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Grapeseed oil
P000000766,Sunflower Seed Oil 3L,Bontaste,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Sunflower oil
P000003780,Pure Canola Oil 700 ML,Yu Pin King,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000003776,Pure Canola Oil 1.8 LT,Yu Pin King,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000003773,Canola Oil\3 900 ML,Yu Pin King,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000000862,Canola Oil 900mL x 3,Tripod Brand,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000000873,Canola Oil 3.5L,Mazola,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Canola oil
P000001252,Extra Virgin Olive Oil with Sunflower Seed Oil 900mL x 3,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Sunflower oil blends
P000000917,Sliced Pork in Szechuan Style 198g,Ma Ling,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sliced pork
P000001625,Shredded Pork & Preserved Vegetable 240g,Ma Ling,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned shredded pork
P000004115,Bockwurst Sausages in Brine 6's 180g,Meica,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sausages
P000001816,Spiced Pork Cube 142g,Gulong,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned pork cubes
P000001165,Pork Luncheon Meat 340g,Tulip,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000815,Spiced Pork Cubes 142g,Narcissus,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned pork cubes
P000001239,10 Hot Dog Skinless Sausages (Pork Sausages) 200g,Tulip,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sausages
P000001240,Cocktail Skinless Sausages (Pork Sausages) 225g,Tulip,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sausages
P000003399,Sardines in Oil with Chillies 140g,Connetable,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000000672,Sardine in Oil 125g,Red Marubean,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000003398,Sardines in Teriyaki Sauce 125g,Porthos,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000000673,Sardines in Olive Oil 125g,Porthos,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000001850,Sardines in Sunflower Oil 120g,John West,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000000750,Sardines in Tomato Sauce 425g,Del Monte,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000000045,Sardines in Tomato Sauce 215g,Del Monte,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000003394,Sardines in Teriyaki Sauce 215g,Del Monte,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned sardines
P000001238,Pork Luncheon Meat 200g,Tulip,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000386,Chopped Pork and Ham 340g,Heaven Temple,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000489,Chopped Pork and Ham 198g,Heaven Temple,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000746,Chopped Pork and Ham 397g,Greatwall,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000385,Chopped Pork and Ham 340g,Greatwall,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
p000000669,Chopped Pork and Ham 198g,Greatwall,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000096,Extra Virgin Olive Oil with Sunflower Seed Oil 3L,Lion & Globe,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Sunflower oil blends
P000000003,Chopped Ham 340g,Tulip,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000668,Chopped Ham 200g,Tulip,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000003502,Less Sodium Ham Luncheon Meat 340g,Royal Taste,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000078,Premium Ham Luncheon Meat 397g,Ma Ling,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000003501,Premium Ham Luncheon Meat 340g,Ma Ling,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
p000000670,Pork Luncheon Meat 397g,Ma Ling,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000747,Pork Luncheon Meat 198g,Ma Ling,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000748,Pork Luncheon Meat 170g x 3,Ma Ling,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000002521,Less Sodium (than Spam Classic) Luncheon Meat (12oz) 340g,Hormel Spam,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000893,Luncheon Meat (12oz) 340g,Hormel,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000000488,Chopped Pork and Ham 397g,Heaven Temple,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Canned food,Canned ham / luncheon meat
P000001254,Corn Oil 900mL x 3,Mazola,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Edible oil / Cooking oil,Corn oil
P000003000,Superior Thai Hom Mali Rice 8kg,Chewy,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000002953,Golden Premium Thai Hom Mali Rice 8kg,Chewy,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000000537,Japonica Species Pearl Rice 5kg,Cherry Blossom Castle Brand,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000002731,Thai Organic Fragrant Rice 2kg,Cheer,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000002656,Seaweed (Orginal Flavour) 50pcs 37.5g,Four Seas,Candies / Biscuits / Snacks,Snacks,Seaweeds
P000002657,Seaweed (Orginal Flavour) 100pcs 75g,Four Seas,Candies / Biscuits / Snacks,Snacks,Seaweeds
P000002506,Premium American Pearl Rice 3kg,Chewy Kumai,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000000600,BSCM Thai Hom Mali Rice 5kg,Golden Phoenix (KFY),Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000001064,BSCM Thai Hom Mali Rice 2kg,Golden Phoenix (KFY),Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000002921,BSCM Premium Thai Hom Mali Rice (New Crop) 5kg,Golden Phoenix (KFY),Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000000995,BSCM Thai Hom Mali Rice (Khao Hom Mali) 10kg,Golden Phoenix (CTH),Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000000602,BSCM Thai Hom Mali Rice (Khao Hom Mali) 5kg,Golden Phoenix (CTH),Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000000154,Premium Jasmine Rice 8kg,Golden Elephant Brand,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000000153,Premium Jasmine Rice 5kg,Golden Elephant Brand,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000002284,Pearl Rice 5kg,Golden Elephant Brand,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000000170,Australian Calrose Rice 5kg,Double Ram,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000002992,Tokushima Rice 2kg,Chewy Kumai,Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000002655,Seaweed (Orginal Flavour) 24pcs 18g,Four Seas,Candies / Biscuits / Snacks,Snacks,Seaweeds
P000003312,Roasted & Salted Peanuts 320g,Sze Hing Loong Ladybird,Candies / Biscuits / Snacks,Snacks,Nuts
P000004212,CHESTNUTS 100 GM,Meadows,Candies / Biscuits / Snacks,Snacks,Nuts
P000003673,Baked Whole Almonds 100g,Meadows,Candies / Biscuits / Snacks,Snacks,Nuts
P000003703,BBQ Flavour Peanuts 180g,Koh-Kae,Candies / Biscuits / Snacks,Snacks,Nuts
P000003705,Raw Walnuts 454g,Heritage,Candies / Biscuits / Snacks,Snacks,Nuts
P000002845,Natural Toasted Almonds (Unsalted) 500g,Heritage,Candies / Biscuits / Snacks,Snacks,Nuts
P000003706,Roasted Unsalted Walnuts 120g,Cheer,Candies / Biscuits / Snacks,Snacks,Nuts
P000003709,Pepper Salted Peanuts 200g,Champ Luck,Candies / Biscuits / Snacks,Snacks,Nuts
P000000851,Mixed Nuts 280g,Butterfly Brand,Candies / Biscuits / Snacks,Snacks,Nuts
P000003704,Dry Roasted Pistachios 200g,Butterfly Brand,Candies / Biscuits / Snacks,Snacks,Nuts
P000000217,BSCM Thai Hom Mali Rice 8kg,Golden Phoenix (KFY),Rice / Oil / Canned food / Fruits / Vegetables / Meat,Rice,White rice
P000004224,COATED GREEN PEAS 80 GM,Meadows,Candies / Biscuits / Snacks,Snacks,Nuts
P000003488,Dry Roasted Peanuts 453g,Planters,Candies / Biscuits / Snacks,Snacks,Nuts
P000003672,Roasted Peanuts 100g,Meadows,Candies / Biscuits / Snacks,Snacks,Nuts
P000004218,ROASTED WALNUTS 100 GM,Meadows,Candies / Biscuits / Snacks,Snacks,Nuts
P000004238,ROASTED PISTACHIOS 100 GM,Meadows,Candies / Biscuits / Snacks,Snacks,Nuts
P000004222,ROASTED CASHEWS NUTS 40 GM,Meadows,Candies / Biscuits / Snacks,Snacks,Nuts
